Page ID,Page name,Disclaimer,Amount spent (BSD),Number of ads in Library
109784241737504,A Closer Look,Fincastle Media Group,≤100,1
114606549484,Philip Brave Davis,The Office of The Prime Minister Bahamas,≤100,2
146824719213191,"Clay Sweeting MP, Central & South Eleuthera","Clay Sweeting MP, Central & South Eleuthera",≤100,1
108786101365665,Senator Maxine Seymour,Senator Maxine Seymour,≤100,3
107969014843637,Blue Gazette Español,These ads ran without a disclaimer,≤100,1
101082842736363,The world of reader,These ads ran without a disclaimer,≤100,2
