Location name,Amount spent (CHF)
Aargau,2468
Appenzell Ausserrhoden,142
Appenzell Innerrhoden,≤100
Basel-City,1537
Basel-Landschaft,635
Bern,4698
Canton of Geneva,4843
Canton of Glarus,129
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,2008
Fribourg,1629
Graubünden,1142
Jura,220
Luzern,1379
Neuchâtel,1164
Schaffhausen,804
Schwyz,400
Solothurn,1366
Thurgau,972
Ticino,791
Unknown,≤100
Uri,≤100
Valais,1156
Vaud,4714
Zug,1033
Zürich,8906
