Location name,Amount spent (CAD)
Alberta,20947
British Columbia,16562
Manitoba,1975
New Brunswick,1527
Newfoundland and Labrador,745
Northwest Territories,104
Nova Scotia,2553
Nunavut,≤100
Ontario,42295
Prince Edward Island,318
Quebec,19810
Saskatchewan,2754
Unknown,≤100
Yukon,155
