Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,1085
Bicol Region,4992
Cagayan Valley,3554
Calabarzon,23846
Caraga,1965
Central Luzon,16656
Central Visayas,10315
Cordillera Administrative Region,1804
Davao Region,8050
Eastern Visayas,4655
Ilocos Region,5413
Metro Manila,38558
Mimaropa,2770
Northern Mindanao,4175
Soccsksargen,3397
Unknown,≤100
Western Visayas,10438
Zamboanga Peninsula,3622
