Page ID,Page name,Disclaimer,Amount spent (UYU),Number of ads in Library
165920193432209,Intendencia de Montevideo,Intendencia de Montevideo,4502,21
2332750643467917,Yamandú Costa,José Manuel Gutiérrez Pereira Das Neves,329,1
102337244995366,Prudencia Uruguay,Santiago Raffo Arias,314,2
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,196,2
102217429353000,Ola Mae,These ads ran without a disclaimer,≤100,2
102652064888705,REDUY.net,REDUY,≤100,1
1769254949995057,Agrupación Libertad,Laura Gascon,≤100,1
436791896382535,Red Eco Alternativo,These ads ran without a disclaimer,≤100,1
109386503839531,Juliana Andrade,These ads ran without a disclaimer,≤100,12
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
187461997935711,Unilever Careers,These ads ran without a disclaimer,≤100,1
107989308686004,EFK Platform,These ads ran without a disclaimer,≤100,1
411973422963732,Twenty Daily,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
385385178182941,SIGNUS Ecovalor,These ads ran without a disclaimer,≤100,1
454868334556847,Huawei Latinoamérica,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
