Location name,Amount spent (VND)
An Giang Province,20675
Bà Rịa–Vũng Tàu Province,26710
Bình Dương Province,47199
Bình Phước Province,16149
Bình Thuận Province,18007
Bình Định Province,25787
Bạc Liêu Province,8622
Bắc Giang Province,58109
Bắc Kạn Province,14103
Bắc Ninh Province,89052
Bến Tre Province,15082
Cao Bằng Province,89026
Cà Mau Province,9220
Cần Thơ,13898
Da Nang,16882
Gia Lai Province,17617
Haiphong,63725
Ho Chi Minh City,456047
Hà Giang Province,16065
Hà Nam Province,26716
Hà Tĩnh Province,22598
Hòa Bình Province,27065
Hưng Yên Province,32003
Hải Dương Province,61910
Hậu Giang Province,5485
Khánh Hòa Province,20985
Kiên Giang Province,14821
Kon Tum Province,6309
Lai Châu Province,4972
Long An Province,27944
Lào Cai Province,20227
Lâm Đồng Province,19458
Lạng Sơn Province,31466
Nam Định Province,54573
Nghệ An Province,102522
Ninh Bình Province,27745
Ninh Thuận Province,7577
Phú Thọ Province,43976
Phú Yên Province,16316
Quảng Bình Province,12508
Quảng Nam Province,25876
Quảng Ngãi Province,19684
Quảng Ninh Province,50190
Quảng Trị Province,64918
Sóc Trăng Province,12439
Sơn La Province,27277
Thanh Hóa Province,84353
Thái Bình Province,136858
Thái Nguyên Province,163505
Thừa Thiên–Huế Province,23862
Tiền Giang Province,21870
Trà Vinh Province,10818
Tuyên Quang Province,27253
Tây Ninh Province,18556
Vĩnh Long Province,10878
Vĩnh Phúc Province,30835
Yên Bái Province,25200
Điện Biên Province,14315
Đắk Lắk Province,82110
Đắk Nông Province,11687
Đồng Nai Province,84909
Đồng Tháp Province,17052
