Location name,Amount spent (CAD)
Alberta,18623
British Columbia,16222
Manitoba,2512
New Brunswick,1983
Newfoundland and Labrador,1081
Northwest Territories,101
Nova Scotia,2334
Nunavut,≤100
Ontario,36576
Prince Edward Island,325
Quebec,16894
Saskatchewan,2688
Unknown,≤100
Yukon,180
