Location name,Amount spent (EUR)
Aveiro District,194
Azores,≤100
Beja District,≤100
Braga District,247
Braganca,≤100
Castelo Branco District,≤100
Coimbra District,139
Faro District,177
Guarda District,≤100
Leiria District,151
Lisbon District,1014
Madeira,≤100
Portalegre District,≤100
Porto District,609
Santarém District,142
Setúbal District,348
Unknown,≤100
Viana do Castelo District,≤100
Vila Real District,≤100
Viseu District,≤100
Évora District,≤100
