Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,943
Bicol Region,4462
Cagayan Valley,2861
Calabarzon,14329
Caraga,1736
Central Luzon,9888
Central Visayas,5524
Cordillera Administrative Region,1717
Davao Region,4292
Eastern Visayas,3994
Ilocos Region,4200
Metro Manila,19721
Mimaropa,2384
Northern Mindanao,7016
Soccsksargen,2748
Unknown,≤100
Western Visayas,12986
Zamboanga Peninsula,1901
