Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,877504
Apure,392502
Aragua,1000000
Barinas,500000
Bolívar (state),1000000
Capital District,1500000
Carabobo,13250000
Cojedes,250000
Delta Amacuro,≤100
Falcón,500000
Guárico,500000
Lara,1000000
Miranda (state),750000
Monagas,500000
Mérida,755003
Nueva Esparta,282501
Portuguesa,500000
Sucre,482502
Trujillo,500000
Táchira,1000000
Vargas,250000
Yaracuy,500000
Zulia,2250000
