Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
203652059653094,Government of British Columbia,Government of British Columbia,7618,2
1817729271829272,Secrétariat à la condition féminine,Secrétariat à la condition féminine,5648,13
167800183238142,YourAlberta (Government of Alberta),Government of Alberta,5478,44
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Dairy Farmers of Canada,3653,44
632493333805962,Environment and Climate Change,Environment and Climate Change Canada,3091,15
230448456985193,Elections Ontario,Elections Ontario,2564,8
109045051805492,Made The Canadian Way,Canadian Energy Centre,2558,20
104811292976689,SOS violence conjugale,SOS violence conjugale,2307,19
113297740077607,Canadian Energy Centre,Canadian Energy Centre,2190,95
16761458703,University of British Columbia,The University of British Columbia,2047,83
113969008665734,Ministère de la Santé et des Services sociaux (MSSS),Ministère de la Santé et Services sociaux,1893,14
154462904588700,Enbridge Gas,Enbridge Gas,1866,86
196322807083503,OECTA - Ontario English Catholic Teachers Association,OECTA - Ontario English Catholic Teachers Association,1535,13
104386908631938,Pathways Alliance,Pathways Alliance,1478,15
163336718421,PSAC - AFPC,PSAC - AFPC,1373,42
155609655007428,United Conservative Party of Alberta,United Conservative Party of Alberta,1369,16
115835521825983,UNHCR Canada,UNHCR Canada,1229,88
1876748445895294,Canadians for Affordable Energy,Canadians for Affordable Energy,1027,31
139019864276,Oxfam Canada,Oxfam Canada,933,23
447980405253906,Public Service Alliance of Canada - Prairie Region,Public Service Alliance of Canada - Prairie Region,860,15
633812813408377,Elections Canada,Elections Canada,854,24
27321532378,Pierre Poilievre,Conservative Party of Canada - Parti conservateur du Canada,826,3
197337921788,Dying With Dignity Canada,Dying With Dignity Canada,794,55
136772905237,Historica Canada,Historica Canada,770,6
167577709932867,Fédération des professionnelles et  professionnels de l'éducation FPPE,Fédération des professionnelles et  professionnels de l'éducation FPPE,765,8
370233926766473,Environnement et Changement climatique,Environnement et Changement climatique Canada,762,15
1562700347383830,Chef Craig Wong,Ivy Lam,749,1
184257548280251,Alberta's NDP,Alberta's NDP,696,52
1097840090260804,National Police Federation,National Police Federation,692,99
180862678644381,Ontario NDP,Ontario NDP,670,12
177741812241442,SCFP-Québec,le SCFP,620,22
105833301076507,CUPE Local 38,CUPE Local 38,619,8
105168452865235,Bell Aliant,Bell,618,2
394745970602999,The Council of Canadians,The Council of Canadians,590,30
268163004562,YWCA Metro Vancouver,YWCA Metro Vancouver,574,1
33730130515,Metro Vancouver,Metro Vancouver,550,7
134147499998111,Ministère de la Sécurité publique du Québec,Ministère de la Sécurité publique,543,6
2112106495731697,Wild First,Canadian Coastal Research Society,530,2
163261390365324,Elementary Educators,Elementary Educators,515,9
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,514,52
186062823629,Québec sans tabac,Conseil québécois sur le tabac et la santé,505,12
117926081552324,Équiterre,Équiterre,457,12
146592973368,Sunnybrook Health Sciences Centre,Sunnybrook Foundation,450,101
