Location name,Amount spent (TWD)
Changhua,14310
Chiayi,1681
Hsinchu,9788
Hsinchu City,6057
Hualien,9289
Kaohsiung,30288
Keelung City,12168
Kinmen,489
Lienchiang,≤100
Miaoli,10304
Nantou,10477
New Taipei City,49305
Penghu,693
Pingtung,5412
Taichung,35549
Tainan,21998
Taipei,37489
Taitung,9470
Taoyuan City,30675
Unknown,3314
Yilan,10613
Yunlin,4503
