Location name,Amount spent (USD)
Alabama,4953
Alaska,1230
American Samoa,≤100
Arizona,12067
Arkansas,3299
California,50540
Colorado,7988
Connecticut,5527
Delaware,1318
Florida,31143
Georgia,13896
Guam,220
Hawaii,2430
Idaho,2364
Illinois,19300
Indiana,10617
Iowa,5070
Kansas,4024
Kentucky,4836
Louisiana,5012
Maine,1847
Maryland,12367
Massachusetts,9660
Michigan,15358
Minnesota,7126
Mississippi,2643
Missouri,12265
Montana,1325
Nebraska,1896
Nevada,3114
New Hampshire,1708
New Jersey,12324
New Mexico,3643
New York,29493
North Carolina,17668
North Dakota,760
Ohio,13260
Oklahoma,5925
Oregon,7037
Pennsylvania,16995
Puerto Rico,≤100
Rhode Island,1276
South Carolina,5994
South Dakota,857
Tennessee,8224
Texas,39125
Unknown,≤100
Utah,3626
Vermont,1170
Virgin Islands (U.S.),≤100
Virginia,15814
Washington,11519
"Washington, District of Columbia",6172
West Virginia,3932
Wisconsin,11207
Wyoming,677
