Page ID,Page name,Disclaimer,Amount spent (HUF),Number of ads in Library
120370174702378,Magyarország Kormánya,Magyarország Kormánya,309802,1
543788999005363,ORIGO,Mediaworks Hungary Zrt.,183339,15
1534911313439123,Ripost,Ripost,163787,11
191461774219575,hirado.hu,hirado.hu,146420,28
331580946799,Borsonline - Bors Szórakoztató Napilap,Borsonline - Bors Szórakoztató Napilap,144175,11
109503892404998,Világgazdaság,Mediaworks Hungary Zrt.,120983,12
248172631940,Mandiner,Mediaworks Hungary Zrt.,117315,15
451844608304228,Metropol,Metropol,110143,10
594088897289853,Alapjogokért Központ,Alapjogokért Központ,100745,27
101281762616506,Magyar Katolikus Egyház,Magyar Katolikus Püspöki Konferencia Titkársága,95497,5
153992771336740,Origo Sport,Mediaworks Hungary Zrt.,94158,9
203389926415069,Magyar Honvédség,Magyar Honvédség,92427,7
326635018181862,Magyar Nemzet,Mediaworks Hungary Zrt.,90218,11
103294948505659,Szánthó Miklós,Szánthó Miklós – Alapjogokért Központ,72585,25
118999471127652,Kammerer Zoltán,Kammerer Zoltán,72038,105
215138878595900,Európai Bizottság Magyarországi Képviselete,Európai Bizottság Magyarországi Képviselete,62315,17
178362315106,European Parliament,European Parliament,58779,8
592204747588011,Momentum Mozgalom,Momentum Mozgalom,52704,3
405035972853835,OMV Filling Stations,OMV Hungária Kft.,35205,4
992066384198880,Tóth Edina,Tóth Edina,29604,1
131283758531,HVG,HVG Kiadó ZRt.,26871,24
191946490841225,Dúró Dóra,Mi Hazánk Mozgalom,26614,3
76748198685,Budapest Pride,Budapest Pride,26481,14
113684438795574,Párbeszéd - Zöldek,Párbeszéd Magyarországért,25472,11
791195177725997,V-Akták,V-Akták,23100,18
109734398272339,Dr. Mészáros Lajos,Dr. Mészáros Lajos,22246,8
107898832590939,European Commission,European Commission,21644,4
47198507012,LMP - Magyarország Zöld Pártja,LMP - Magyarország Zöld Pártja,21488,3
167604093409160,Promenad24,Dél-alföldi Média Centrum Kft.,21430,1
109414841321682,Magyar Falu Program,Magyar Falu Program,21159,6
100401808007704,EzaLényeg.hu,EzaLényeg.hu,21023,44
136387873164491,Csárdi Antal,LMP - Magyarország Zöld Pártja,20299,4
112879632128020,Novák Előd,Mi Hazánk Mozgalom,20236,2
1418381101823292,Szivárványcsaládokért Alapítvány,Szivárványcsaládokért Alapítvány,17720,9
294815374340858,Donáth Anna,Donáth Anna - Momentum,17574,1
193944440638410,Karácsony Gergely,Budapest Főváros Önkormányzat,17403,2
147547541961576,Council of the European Union,Council of the European Union,16949,8
108346693873484,Győrffy Balázs,Balazs Gyorffy,16929,3
270300439972751,Szemlélek,Szemlélek Alapítvány,16663,1
105961119484376,Baptista Szeretetszolgálat,Baptista Szeretetszolgálat,16587,1
109444347287972,Cassandra Program,CASSEE Klímaadaptációs Zrt.,15212,8
200602616651296,Nézőpont,Nézőpont,14517,2
150219742265121,Bedő Dávid,Bedő Dávid - Momentum,14290,6
100711304847811,A szomszédja már tudja - Ön is tudja meg,A szomszédja már tudja - Ön is tudja meg,12885,8
143151351544,Színházi Olimpia 2023 / Theatre Olympics 2023,Szinházi Olimpia Nonprofit Kft.,12826,3
360876591136521,Dr. Czeglédy Csaba,Dr. Czeglédy Csaba,12292,1
1926735160968885,Válasz Online,Válasz Online,11786,6
105666454157523,Szikra Mozgalom,Szikra Mozgalom,11550,3
264517713636590,PestiSracok.hu,PestiSrácok.hu,11307,4
44847086574,Amnesty International Magyarország,Amnesty International Magyarország,10962,5
303640261940,Nemzeti Sport Online,Mediaworks Hungary Zrt.,10947,4
103591687668484,Zag Gábor,Demokratikus Koalíció,10932,3
345496092135627,Hír TV,Mediaworks Hungary Zrt.,10780,3
308871671705,BAON Bács-Kiskun vármegyei Online,Mediaworks Hungary Zrt.,10694,2
100905288315705,Jelen hetilap,Liberty Press Kft.,10612,6
1944720419101498,Dr. Lévai István Zoltán,Fidesz,10403,1
160935777365,bama.hu - a baranyai hírportál,bama.hu - a baranya megyei hírportál,10276,2
108248022589754,Bosch Magyarország,Bosch Magyarország,10095,8
101508528866981,Fehérvár a Miénk,Fehérvár a Miénk,9810,5
1624742971133297,Sanofi Magyarország,Sanofi-Aventis Magyarország Kereskedelmi és Szolgáltató Zrt.,9616,7
1584646591763647,Kanász-Nagy Máté,LMP - Magyarország Zöld Pártja,9589,4
520814838255629,Agapé Gyülekezetek Közössége,Agapé Gyülekezetek Közössége,9498,4
147633001941737,kisalfold.hu,kisalfold.hu,9244,2
2309737912651039,Péterffy Attila,Péterffy Attila,9097,2
1237616006358749,Kékes Online,Kékes Online,9033,12
172936669443469,Dunaújvárosi Hírlap - duol.hu,Dunaújvárosi Hírlap - duol.hu,8834,2
1239893846155692,Tompos Márton,Momentum Mozgalom,8787,2
289633770813,UNICEF Magyarország,UNICEF Magyar Bizottság Alapítvány,8777,87
506244332746545,TEOL.hu,TEOL.hu,8601,2
109983377136210,Polgári Magyarországért Alapítvány,Polgári Magyarországért Alapítvány,8576,3
144489882249194,MSZP Bp18,Tóth Antal József,8313,1
276554411147,Szabolcs Online,Mediaworks Hungary Zrt.,8221,2
258636010813346,Delmagyar.hu,Mediaworks Hungary Zrt.,8078,2
116905388345518,veol.hu,Mediaworks Hungary Zrt.,7919,2
326763130286,Borsod Online,Mediaworks Hungary Zrt.,7790,2
135049793193159,IH Rendezvényközpont,Green Team Event & Marketing Kft.,7782,13
320986996098,zaol.hu,Mediaworks Hungary Zrt.,7773,2
203158929827,Beol.hu Békés vármegyei online,Mediaworks Hungary Zrt.,7749,2
287770891404,Jobbik-Konzervatívok,Jobbik Magyarországért Mozgalom,7744,2
107760432613264,Sonline.hu - Somogy közösségi és hírportálja,Sonline.hu - Somogy közösségi és hírportálja,7732,2
296310837699,vaol.hu,Mediaworks Hungary Zrt.,7644,2
1215492498464496,Angyal Károly,Angyal Károly Tibor,7628,4
618962048554434,Havasi Gábor,Momentum Mozgalom,7455,3
519279158277826,Szülői Hang,Szülői Hang,7073,9
122922027734811,feol.hu,Mediaworks Hungary Zrt.,7065,2
102426795954406,Nobilis Márton,Nobilis Márton,6864,15
445067412712417,Dr. Molnár Krisztián,Molnár Krisztián,6858,2
105774734948091,Hungarian Conservative,Hungarian Conservative,6841,14
506348326210466,Ungár Péter,LMP - Magyarország Zöld Pártja,6459,3
170187966339475,Life.hu,Mediaworks Hungary Zrt.,6236,2
134324809941862,Szoljon.hu,Mediaworks Hungary Zrt.,6122,2
101743755608675,Batthyány Lajos Alapítvány,Batthyány Lajos Alapítvány,6102,1
440197766088272,Jeszenszki András,MSZP,6100,1
851784814892644,Simicskó István,KDNP frakció,6055,4
683873478294797,Kunhalmi Ágnes,MSZP,5911,1
268042136672212,Századvég,Századvég Közéleti Tudásközpont Alapítvány,5872,2
393679827916885,TV18,Városgazda18,5853,1
196523737056247,NESCAFÉ,Nestlé Hungária Kft.,5780,1
189020783523,Mathias Corvinus Collegium - MCC,Mathias Corvinus Collegium Alapítvány,5741,5
144284472334021,Cseresnyés Péter,Cseresnyés Péter,5702,8
116609705085092,BP18,BP18,5620,3
113375923695023,Fidesz Budapest,Fidesz Budapest,5560,3
105967164071611,Nagy Balázs Szemere és Ganztelep,Nagy Balázs István,5506,6
422134944867351,Borsod24,Esélyegyenlőség és Fenntarthatóság Egyesület,5497,2
200480966638039,Supremacy 1914,These ads ran without a disclaimer,5463,3
193640214178356,Gyopáros Alpár,Gyopáros Alpár,5351,1
102641477991941,bahir.hu - BAHÍR,Zöld Baranya Egyesület,5300,11
415653125518050,Hajnal Miklós,Momentum Mozgalom,5281,2
2552532618151148,Újpesti Hírek,Újpesti Hírek,5185,3
537817739693723,Brain Bar,Brain Bar,5174,4
107885967229027,Momentum Miskolc,Momentum Mozgalom,5151,1
447204268797621,RTL.hu,RTL.HU,5030,8
149302881895521,Pócs János,Fidesz,4988,1
211156277497,WWF Hungary,WWF Hungary,4986,8
130725390334944,Morton's Travel,These ads ran without a disclaimer,4743,1
734217673259088,Ujhelyi István dr.,Ujhelyi István EP-képviselő,4660,42
390232091384,Habitat for Humanity Magyarország,Habitat for Humanity Magyarország,4654,2
108321735570338,Védd A Tényeket,Zachor Alapítvány,4605,10
104352305708088,Elemi.hu,Elemi.hu,4484,3
14792493292,Magyar Kétfarkú Kutya Párt,Magyar Kétfarkú Kutya Párt,4459,3
