Location name,Amount spent (ARS)
Buenos Aires,4601946
Catamarca,432232
Chaco,104105
Chubut,551363
Ciudad Autónoma de Buenos Aires,1067619
Corrientes,145023
Córdoba,2777295
Entre Rios,1124080
Formosa,66446
Jujuy,134755
La Pampa,100885
La Rioja,102982
Mendoza,148213
Misiones,82951
Neuquén,129277
Río Negro,119842
Salta,137499
San Juan,57074
San Luis,113114
Santa Cruz,250843
Santa Fe,17161974
Santiago del Estero,99945
Tierra del Fuego,75480
Tucuman,89631
Unknown,229
