Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,5407623
Apure,500000
Aragua,3067702
Barinas,3760005
Bolívar (state),1573039
Capital District,19613511
Carabobo,9800312
Cojedes,250000
Delta Amacuro,108038
Falcón,1500080
Guárico,540003
Lara,8080223
Miranda (state),4199751
Monagas,3500000
Mérida,5417662
Nueva Esparta,4000000
Portuguesa,750000
Sucre,685006
Trujillo,670002
Táchira,8507898
Unknown,≤100
Vargas,1000000
Yaracuy,1112551
Zulia,12500000
