Location name,Amount spent (TWD)
Changhua,9564
Chiayi,2538
Hsinchu,4616
Hsinchu City,7853
Hualien,5858
Kaohsiung,38603
Keelung City,3801
Kinmen,545
Lienchiang,≤100
Miaoli,8152
Nantou,3916
New Taipei City,49945
Penghu,810
Pingtung,5869
Taichung,37849
Tainan,19264
Taipei,37476
Taitung,1922
Taoyuan City,29010
Unknown,7157
Yilan,3428
Yunlin,5028
