Location name,Amount spent (VND)
An Giang Province,12149
Bà Rịa–Vũng Tàu Province,11388
Bình Dương Province,32932
Bình Phước Province,7823
Bình Thuận Province,8289
Bình Định Province,8543
Bạc Liêu Province,3984
Bắc Giang Province,96143
Bắc Kạn Province,5146
Bắc Ninh Province,18370
Bến Tre Province,4541
Cao Bằng Province,123706
Cà Mau Province,5180
Cần Thơ,11861
Da Nang,13618
Gia Lai Province,6961
Haiphong,38068
Ho Chi Minh City,270226
Hà Giang Province,4494
Hà Nam Province,7689
Hà Tĩnh Province,15299
Hòa Bình Province,9422
Hưng Yên Province,11800
Hải Dương Province,20708
Hậu Giang Province,2270
Khánh Hòa Province,10279
Kiên Giang Province,10843
Kon Tum Province,3653
Lai Châu Province,2101
Long An Province,7438
Lào Cai Province,5399
Lâm Đồng Province,11231
Lạng Sơn Province,7940
Nam Định Province,22049
Nghệ An Province,37956
Ninh Bình Province,9064
Ninh Thuận Province,3229
Phú Thọ Province,15270
Phú Yên Province,5044
Quảng Bình Province,8506
Quảng Nam Province,9999
Quảng Ngãi Province,7504
Quảng Ninh Province,19560
Quảng Trị Province,9820
Sóc Trăng Province,5009
Sơn La Province,9994
Thanh Hóa Province,38587
Thái Bình Province,16264
Thái Nguyên Province,26433
Thừa Thiên–Huế Province,13325
Tiền Giang Province,17882
Trà Vinh Province,4366
Tuyên Quang Province,7294
Tây Ninh Province,7895
Vĩnh Long Province,4126
Vĩnh Phúc Province,14867
Yên Bái Province,6966
Điện Biên Province,4564
Đắk Lắk Province,64509
Đắk Nông Province,3995
Đồng Nai Province,23917
Đồng Tháp Province,10185
