Location name,Amount spent (JPY)
Aichi Prefecture,96186
Akita Prefecture,18452
Aomori Prefecture,2462
Chiba Prefecture,146659
Ehime Prefecture,49135
Fukui Prefecture,16466
Fukuoka Prefecture,165467
Fukushima Prefecture,3334
Gifu Prefecture,11521
Gunma Prefecture,18049
Hiroshima Prefecture,40270
Hokkaido,31755
Hyōgo Prefecture,121436
Ibaraki Prefecture,12490
Ishikawa Prefecture,6871
Iwate Prefecture,2588
Kagawa Prefecture,17361
Kagoshima Prefecture,13032
Kanagawa Prefecture,102248
Kumamoto Prefecture,12781
Kyoto Prefecture,32116
Kōchi Prefecture,2658
Mie Prefecture,38828
Miyagi Prefecture,11503
Miyazaki Prefecture,6883
Nagano Prefecture,38746
Nagasaki Prefecture,16139
Nara Prefecture,31373
Niigata Prefecture,10148
Okayama Prefecture,10935
Okinawa Prefecture,4418
Osaka Prefecture,443708
Saga Prefecture,35152
Saitama Prefecture,73898
Shiga Prefecture,12934
Shimane Prefecture,6360
Shizuoka Prefecture,18757
Tochigi Prefecture,52762
Tokushima Prefecture,4518
Tokyo,164410
Tottori Prefecture,588
Toyama Prefecture,5489
Unknown,≤100
Wakayama Prefecture,13252
Yamagata Prefecture,21136
Yamaguchi Prefecture,3174
Yamanashi Prefecture,1934
Ōita Prefecture,21859
