Location name,Amount spent (EUR)
Harju County,2222
Hiiu County,≤100
Ida-Viru County,184
Järva County,≤100
Jõgeva County,≤100
Lääne County,≤100
Lääne-Viru County,240
Pärnu County,226
Põlva County,≤100
Rapla County,128
Saare County,≤100
Tartu County,594
Unknown,≤100
Valga County,≤100
Viljandi County,123
Võru County,≤100
