Page ID,Page name,Disclaimer,Amount spent (AUD),Number of ads in Library
102329728050606,Yes23,Yes23,5465,52
119271104477423,Save Your Local Pharmacy,The Pharmacy Guild of Australia,5136,48
9480502970,Greenpeace Australia Pacific,Greenpeace Australia Pacific,3225,271
334563333634959,Australian Government Department of Education,Australian Government Department of Education,3141,7
299753643444311,AEC,Australian Electoral Commission,2195,2
105228161893855,Climate 200,Climate 200,1811,12
103072892843066,Not My Voice,Australians For Unity,1335,1
1414406035466037,Jeremy Rockliff,Jeremy Rockliff,1325,38
233539463360143,Mining & Energy Union,CFMEU Mining & Energy,1241,16
1776727752614025,Glencore,Glencore Australia,1163,13
104180525925926,Fair Australia,Advance Australia,1161,26
160054227468,World Vision Australia,World Vision Australia,1022,11
14193666340,Australian Conservation Foundation,Australian Conservation Foundation,896,3
184543928960,National Party of Australia,National Party of Australia,846,3
105140971475089,Chuffed.org - Australia,Chuffed.org,807,3
92824008332,Plan International Australia,Plan International Australia,804,14
172094012830551,Australian Paralympic Team,Paralympics Australia,784,26
495731404149305,Koffels Solicitors & Barristers,Koffels Solicitors and Barristers,762,17
114542481633165,Sophie's Legacy,Sophie's Legacy,647,8
231341250224498,Australian Ethical Investment,Australian Ethical Investment,646,20
112133637214684,Doctors Without Borders / Médecins Sans Frontières (MSF),Médecins Sans Frontières Australia,625,37
471390022952217,APPEA - Our Natural Advantage,APPEA,564,24
103259978010848,SA Government,South Australian Government,562,42
89794331215,Oxfam,Oxfam Australia,549,37
447447719391089,Health Care Providers Association,Health Care Providers Association,533,6
160169784045845,Tasmanian Labor,Tasmanian Labor,530,5
10113538711,WWF-Australia,WWF-Australia,517,5
694832627392516,Prime Super,Prime Super,489,23
125812604095801,Invasive Species Council,Invasive Species Council,471,53
494820897261439,Bank Australia,Bank Australia,466,26
1445863699024135,Business Council of Australia,Business Council of Australia,420,15
182564410468,Australia for UNHCR,Australia for UNHCR,410,36
223820240968967,Western Australian Electoral Commission,Western Australian Electoral Commission,371,4
117806591312470,Not Enough,Advance Australia,365,22
8422338499,The Wilderness Society,The Wilderness Society,329,35
