Location name,Amount spent (VEF)
Anzoátegui,≤100
Apure,≤100
Aragua,197499
Barinas,≤100
Bolívar (state),250000
Capital District,830342
Carabobo,500000
Cojedes,≤100
Delta Amacuro,≤100
Falcón,≤100
Guárico,≤100
Lara,250000
Miranda (state),250000
Monagas,≤100
Mérida,250000
Nueva Esparta,144999
Portuguesa,750000
Sucre,≤100
Trujillo,≤100
Táchira,294998
Unknown,≤100
Vargas,≤100
Yaracuy,57500
Zulia,3092482
