Location name,Amount spent (TWD)
Changhua,7779
Chiayi,1868
Hsinchu,4028
Hsinchu City,6542
Hualien,3040
Kaohsiung,31510
Keelung City,3458
Kinmen,569
Lienchiang,≤100
Miaoli,3559
Nantou,3106
New Taipei City,46425
Penghu,650
Pingtung,6118
Taichung,37293
Tainan,19138
Taipei,39601
Taitung,1702
Taoyuan City,41370
Unknown,4239
Yilan,3015
Yunlin,4619
