Location name,Amount spent (ZAR)
Eastern Cape,1062
Free State,887
Gauteng,6034
KwaZulu-Natal,2024
Limpopo,732
Mpumalanga,693
North West,603
Northern Cape,254
Unknown,≤100
Western Cape,11884
