Location name,Amount spent (VEF)
Amazonas,55001
Anzoátegui,254697
Apure,321404
Aragua,2251400
Barinas,449595
Bolívar (state),1752800
Capital District,4838968
Carabobo,1758490
Cojedes,200003
Delta Amacuro,92501
Falcón,6502800
Guárico,453906
Lara,1125316
Miranda (state),1958928
Monagas,1400
Mérida,557806
Nueva Esparta,251400
Portuguesa,811412
Sucre,416405
Trujillo,230303
Táchira,13547690
Vargas,602509
Yaracuy,1501400
Zulia,14144701
