Page ID,Page name,Disclaimer,Amount spent (BRL),Number of ads in Library
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,12536,266
301774903545521,Brasil Paralelo,Brasil Paralelo,9787,25
425215080864180,Pfizer Brasil,Pfizer,6954,12
239665829565195,Cidade de São Paulo,Pago por Prefeitura de SP,5053,44
54779960819,United Nations,United Nations with Facebook Ad Credits,4951,9
333720355130,Petrobras,Petrobras,4646,30
63044235866,UN Climate Change,UN Climate Change with Facebook Ad Credits,4174,4
128802790469337,Todos Pela Educação,Todos Pela Educação,3351,5
159103797542,Greenpeace Brasil,Greenpeace Brasil,2794,149
101189854802059,Revista Oeste,Revista Oeste,2747,16
109354687306376,Instituto Conhecimento Liberta,Instituto Conhecimento Liberta,2550,80
110418455214538,Bernardo K.,Filhos do Trovão,2163,33
196452727048562,Governo do Rio Grande do Sul,SECRETARIA DE COMUNICAÇÃO,1922,13
101230328792183,Portal Concursos & OAB,PORTAL CURSOS PREPARATORIOS E OAB LTDA,1686,58
367980806622995,Bruna Furlan Deputada Estadual,Bruna Furlan,1292,142
108742321417244,Gerson Aragão,SCIREJUS APLICATIVOS JURIDICOS LTDA,1247,217
130458937054870,Governo do Estado do Paraná,Governo do Estado do Paraná,1132,1
275967186375809,xpnc.live,XPNC,989,3
1594613884123934,IDIB,INSTITUTO DE DESENVOLVIMENTO INSTITUCIONAL BRASILEIRO - IDIB,984,6
843985505628610,Órigo Energia,Órigo Energia,939,2
165175370206522,Citi Brasil,Citi Brasil,924,2
330379553673497,Oxfam Brasil,Oxfam Brasil,829,153
560599677292902,Prefeitura de Belém,Prefeitura de Belém,824,5
515514761825666,Prefeitura de Curitiba,Prefeitura Municipal de Curitiba,801,12
115558703488480,IDP Online,Instituto Brasiliense de Direito Publico,658,34
520803328039440,Recicla Sampa,Eco Urbis e Loga,653,50
1767220630177139,Animal Equality Brasil,Animal Equality Brasil,628,5
251235795032635,Itamar Borges,Itamar Borges,577,9
104738421003389,InvestNews BR,Easynvest,520,15
314916388685112,Deputado Val Ceasa,Roosevelt Barcelos,502,2
267683643272117,Edmilson Rodrigues,Edmilson Brito Rodrigues,473,7
258088921369,TOTVS,TOTVS,456,6
169743843175117,Bruno Ganem SP,Bruno Ganem,404,3
113165042099382,Brasil 61,Brasil 61,395,48
228909183838663,Fundação Demócrito Rocha,Ismael Pereira Da Costa,393,6
107589328880817,Brasil no Foco,Francine De Almeida Viana Pereira,375,66
228301373863551,Agência Pública,Agência Pública,336,9
2323904661180742,All Out Brasil,All Out,335,5
224777780881144,Visão Mundial,Visão Mundial,331,19
263199020531986,JOTA,JOTA,325,10
239977579362882,Blue3,Blue3 Investimentos,325,6
187970114581051,Anistia Internacional Brasil,Anistia Internacional Brasil,306,21
667463076729677,UniGospel,UniGospel,303,1
163852833738546,Vinicius Camarinha,Vinicius Camarinha,300,1
7970426802,WWF-Brasil,WWF-Brasil,283,45
112021296931600,Mônica Lopes,IBPOM,265,21
109770755848061,Suzano,Suzano SA,264,2
105071909075409,Rodeio Internacional de Tapejara RS,Rodeio Internacional de Tapejara RS,262,9
454225234639209,Vereadora Edir Sales,Edir Sales,259,9
158429414269490,Eduardo do Blog,Eduardo Ferreira De Oliveira,251,4
101940679451234,Composta Mais,Composta Mais,251,15
69488070826,Fundação Abrinq,Fundação Abrinq,251,3
656965247684115,Zequinha Marinho,Zequinha Marinho,249,5
952849801440316,Sergio Vidigal,Antônio Sergio Alves Vidigal,249,44
1405025743082214,Coronel Alberto Feitosa,Alberto Jorge Feitosa,240,36
104490315426843,Centro Lemann,CENTRO LEMANN DE LIDERANCA PARA EQUIDADE NA EDUCACAO,228,2
496443053731900,Alberto Mourão,Alberto Pereira Mourão,227,6
106091268052699,Prefeitura de Diadema,Prefeitura de Diadema,226,3
145247469014742,Prefeitura do Rio de Janeiro,PREFEITURA DA CIDADE DO RIO DE JANEIRO - PCRJ,217,4
197587446941661,Valor Econômico,Editora Globo,214,6
169264993128249,Prefeitura de Fortaleza,Outcome Digital Strategy,214,2
176740279057602,CDL De Belo Horizonte,CAMARA DE DIRIGENTES LOJISTAS DE BELO HORIZONTE,201,9
118678938210868,SIMPI,Simpi São Paulo,198,2
2109548659331951,Cursinho da Glória,Cursinho da Glória Eireli ME,198,17
348704312899125,foconofato,FOCO NO FATO,196,9
188597774500120,Prefeitura de João Pessoa,Prefeitura Municipal de João Pessoa,193,4
1528518104055044,Dr Daniel Santos,Dr. Daniel Santos,193,28
734360429959770,reenergisa,These ads ran without a disclaimer,183,1
1796853600564637,Jair Da Mendes Gomes,ADEJAIR SANCHES DE AGUIAR,181,2
359119967506808,Colégio Marista João Paulo II,Colégio Marista João Paulo II,172,18
465508674236677,Edmar Ptak,Edmar Ptak Guimaraes,172,6
380752075612906,Deputado Cezar,Antonio da Rocha Marmo Cezar,171,4
132804480113814,PwC Brasil,Pedro Martins,168,5
102275945221840,Portal Tucumã,Portal Tucumã,168,154
305405126987059,Thomaz Henrique,Thomaz Henrique Barbosa Da Silva,168,2
319356418132318,Gestos,Gestos Soropositividade Comunicação e Gênero,163,2
102612699337412,Rennova Consultora,These ads ran without a disclaimer,162,3
103222252564490,Método de Aprovação,SCIREJUS APLICATIVOS JURIDICOS LTDA,162,12
373178502706775,Colégio Marista Rosário,Colégio Marista Rosário,161,22
359871157981726,Decorando a Lei Seca,Decorando a Lei Seca,159,23
270534889645562,Prefeitura de Extrema,Prefeitura Municipal de Extrema,159,4
