Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
198852633461667,Lray  Villafuerte,Ericka Jones Magat,28037,23
75665129515,Go Negosyo,Go Negosyo,17584,46
135621806476490,MMDA,FRIENDS OF DON ARTES,11293,2
200480966638039,Supremacy 1914,These ads ran without a disclaimer,8750,3
100350202335117,Benhur Abalos,Supporters and Friends of Benhur Abalos,8040,13
942468729120075,HERSHEY'S,These ads ran without a disclaimer,5201,2
110985836193,Loren Legarda,Clutch Media,4324,1
265779500134955,SM Supermalls,SM Supermalls,4044,5
48688071399,Greenpeace Philippines,Greenpeace Philippines,3113,2
197727873578501,Senator Migz Zubiri,Senator Migz Zubiri,3108,1
143940582906987,Bran Ferrer Reluao,Authority Asia Communications Inc.,2809,3
547821942058909,Pilipinas Today,WFPH,2799,25
113238417024056,Anna Mae Yu Lamentillo,Anna Mae Yu Lamentillo,2721,5
496381833788710,Solaric Philippines,These ads ran without a disclaimer,2713,2
701517253228758,DOSTv,DOSTv,2524,4
1922749344643532,The World Tonight,The World Tonight,2489,24
223618785182273,Pilipinas,WFPH,2365,21
269175894020945,Pilipinas Today,WFPH,2281,18
495629064258114,Lolita Karen Javier,Amor U. Nacional,2140,4
186667502068528,Larry De Costa,WFPH,2066,20
100170811672425,Pilipinas Today Kyusi,WFPH,2034,20
823788047675556,Call of War,These ads ran without a disclaimer,1877,1
324393636342,Ernix Dionisio,Ernesto Mijares Dionisio Jr.,1519,1
351879361521039,Cong. Nonoy Libanan,Cong. Nonoy Libanan,1497,3
2101088876594734,MBS- Senior Deputy Speaker DOY Leachon,Ronalee Escondo Leachon,1479,2
1380167115635985,LEDS Clothing,LEDS Clothing,1465,10
176104589110851,IEEE,These ads ran without a disclaimer,1423,1
378813345524368,Haier,Haier,1359,2
121096004646927,"Pablo John ""PJ"" Garcia",Friends of PJ Garcia,1305,5
1759941490758280,Jerry Treñas,Ma. Ruthmar Ignacio Gabileo,1301,21
145265112840190,Kasama Ka Sa Pag-Unlad,Polsure,1225,4
107853288892129,Don Artes,Friends of Don Artes,1173,4
113192036820162,Prof. Soc Anthony del Rosario,We Care Incorporated,1165,2
404729389612751,"Teodorico ""Nonong"" T Haresco, Jr",BIHA-MPC : People of Aklan,1155,10
156752721080952,Sonny Angara,Sonny Angara,1044,3
101382091400564,Atty. Tony Roman,Sulong Pilipinas,1040,1
109246084265823,Jay Manalo Ilagan,Chicklet Diaz,996,1
290009901573686,SK Federation of Pagbilao,Josie Irma Roqueza Luce,990,2
386570178125149,Senator Win Gatchalian,Senator Win Gatchalian,960,1
103401515144127,Atty. Migs Nograles,Atty. Migs Nograles,943,5
1332938170076882,Tatak QC,Polsure,913,3
100262295333622,USWAG Ilonggo Party-list,USWAG Ilonggo Party-list,857,2
75665129515,Go Negosyo,These ads ran without a disclaimer,835,1
774149009339209,The Climate Reality Project Philippines,The Climate Reality Project Philippines,781,10
212808672071102,MWSS Regulatory Office,MWSS Regulatory Office,772,4
104291395914077,Nuclear Supporters PH,Nuclear Supporters PH,754,2
601139760220755,Pilipinas TODAY.,Pilipinas TODAY.,743,7
205248039844,sedaLAW,sedaLAW,739,1
537843086665379,City Inquirer,City Inquirer,702,4
105619205369684,Congresswoman Ching Bernos,Gene Lloyd Villarta Torres,688,1
150473311640966,Infobip,These ads ran without a disclaimer,645,1
103485942191411,Juan Bulletin,Polsure,605,2
257830240980106,Ronnie Dadivas,Roxas City United,534,3
420499997993849,Ferjenel Gonzales Biron,Prometheus Productions,530,1
121613644529437,SM Deals,These ads ran without a disclaimer,528,1
248113532485940,Alexie B. Tutor,Marjorie Galagar Escuadro,518,3
705660422953865,About Metro Pacific,WFPH,515,5
1669303526443380,Trendsuertres Customized Promotional Items Baller Wrist Band Keychains etc.,Diomar Dizon Lagunero,507,1
111324628476603,REact PH: Choose Renewables,REact PH: Choose Renewables,486,2
388523136421,Jaime Augusto Zobel de Ayala,These ads ran without a disclaimer,468,1
1840292579606063,Jam Jam Baronda,Jam Jam Baronda,468,5
154386154617,WWF-Philippines,WWF-Philippines,455,3
1030706640379655,Pilipinas: Coal Free by 2030,Coal Free Philippines,426,2
1566478310240623,Francis Tolentino,Francis Tolentino,404,3
100136438865259,Ako Volunteer - BBM SARA,Volunteerism Initiative,404,3
104988244674974,Mobility Awards,The Climate Reality Project Philippines,391,5
2272110229474022,Bagong Bicol,Bagong Bicol,386,2
111518131388232,CharityPhilippines.org,CharityPhilippines.Org,372,1
1512452085732585,Stratbase ADR Institute,Stratbase ADR Institute,364,9
320130741416822,Special Olympics Pilipinas,Special Olympics Pilipinas,333,13
225822810955433,Bangsamoro News,Bangsamoro News,327,2
675526249465359,Rolando A. UY,Jerome L. Jungco,322,1
101178932348592,Office of the Municipal Mayor - Atty. Philip A. Dacayo,Tyrone Joy Galasinao Dagdag,322,1
784522714997609,Commission on Human Rights of the Philippines,Commission on Human Rights of the Philippines,320,1
112512037866969,BM Ric Ric Dy Olegario,Irina Kristi Bagongon Pidor,320,2
105969951219886,Sibika.ph,Philippine Business for Education Inc.,314,2
1424468067858949,Vice Justin Gatuslao,Justin Dominic Silos Gatuslao,312,1
107427980954216,Saksi Ngayon,Manuel Jr Singson Siquian,308,2
442808165771947,Atty. Rob Gozun,These ads ran without a disclaimer,307,2
101935445680941,Inside Politico,Polsure,306,1
332536503771530,Vice Governor Karen Agapay,Edgar Habana Ruado,302,1
407604493105131,"PBA: Politika, Basketbol, at Artista","PBA: Politika, Basketbol, at Artista",300,3
166107624078770,Camanava News,CAMANAVA News,300,3
112186511545750,ACEN RES,ACEN RES,300,1
104123408073601,"Nikki Prieto-Teodoro, Philippine Special Envoy to Unicef",Maria Lourdes Acosta Gammad,295,2
1950273215252524,Aboitiz Power Corporation,Aboitiz Power Corporation,292,1
1647474828693396,Bong Go,Bong Go,262,1
100877355420271,One to Tree,One to Tree,256,1
2082660918720187,ordermo,ordermo,240,1
2103172176611007,Aksyon Demokratiko,Aksyon Demokratiko,238,2
505887912898325,Positive Energy,Energy Development Corporation,237,1
1856611721228196,BH Bernadette Herrera,Bagong Henerasyon Partylist,235,2
454536418241945,MakeSense,MakeSense Asia,233,1
107525411171131,Cong. Gabby Bordado,Gabby Bordado,229,1
293082478065945,Ride for Valor,These ads ran without a disclaimer,224,1
102029749186072,Konsehal Abu Gino-gino,Emil Justin Angelo Guarte Gino-gino,218,1
197171390303624,Arlene B. Arcillas,Sharon Bawan De Dios,217,1
103234338747358,MJournal,MJournal,210,1
121865602706623,Pilipinas Today,WFPH,208,2
101520066053972,RepublicAsia,"RepublicAsia Media, Inc.",206,1
100108226244136,PH 24 ORAS,The Message Booster Enterprise,202,3
107463358538636,planetGOLD Philippines,planetGOLD Philippines,194,3
102096659031494,Cong. Arnan C. Panaligan - House of Representatives,Cong. Arnan C. Panaligan - House of Representatives,194,4
263174607643447,Ako Bakwit,Nazh-Far Mariwa Berganio,180,1
585583411583810,ONE CAVITE,ONE CAVITE,178,1
242562552438872,DOST-STARBOOKS,DOST-STARBOOKS,174,2
100350859238580,Mayor Jassie Tañala,Amor U. Nacional,158,1
556411611095230,TaskUs,These ads ran without a disclaimer,151,4
909832119207140,Tita Malou Flores-Morillo,Christian Paul Venturina Bernabe,149,1
103409086014945,Team Adrian Amatong,Ben Jasper Amatong Tomas,149,2
348897152945632,Leslie Cruz Official,Leslie F. Cruz,142,1
307855770033568,"Estelito ""Litoy"" R. Marabe, CPA",Mark Anthony Pelere Alima,134,1
247331620535579,Mike Defensor,The Mike Defensor Organization,133,2
113273393371386,Governor Melchor Diclas - Benguet,Silver Abag Pilo,133,1
108413847429628,What's up QC,Polsure,133,1
480552092150213,Malayang Quezon City,The Message Booster Enterprise,131,2
390661781384394,"Makati Business Club, Inc.","Makati Business Club, Inc.",125,1
104001402372027,Vice Mayor Mark Villaluna Galsim,Mark Francis Villaluna Galsim,121,1
1452648134951782,Local Government Unit of Solano,Tyrone Joy Galasinao Dagdag,116,1
102149044584904,Iparush kay Paras,Iparush kay Paras,113,2
101518838054472,Civil Defense Northern Mindanao - Region 10,Civil Defense Northern Mindanao - Region 10,105,1
620563708319693,P4P - Power for People Coalition,CEED Philippines,105,1
409651709562769,Mang Asyong ᴹᴼᴼᴰ,Mang Asyong ᴹᴼᴼᴰ,101,1
100305568984268,EdukNaman,Philippine Business for Education Inc.,≤100,1
225739332741916,Konsehala Trixie Salvador,Trixie Salvador,≤100,2
