Location name,Amount spent (NZD)
Auckland Region,3497
Bay of Plenty Region,775
Canterbury,1490
Gisborne District,≤100
Hawke's Bay,347
Manawatu-Wanganui,581
Marlborough Region,≤100
Nelson Province,178
Northland Region,408
Otago,433
Southland,234
Taranaki,242
Tasman District,≤100
Unknown,≤100
Waikato,950
Wellington Region,1454
West Coast,≤100
