Page ID,Page name,Disclaimer,Amount spent (HUF),Number of ads in Library
543788999005363,ORIGO,Mediaworks Hungary Zrt.,135583,11
193944440638410,Karácsony Gergely,Budapest Főváros Önkormányzat,117204,105
1406386486355924,Partizán,Partizán,107579,6
1880809845328535,Dobrev Klára,Demokratikus Koalíció,107097,19
191461774219575,hirado.hu,hirado.hu,100948,26
47198507012,LMP - Magyarország Zöld Pártja,LMP - Magyarország Zöld Pártja,99922,3
203389926415069,Magyar Honvédség,Magyar Honvédség,98393,2
326635018181862,Magyar Nemzet,Mediaworks Hungary Zrt.,93260,10
248172631940,Mandiner,Mediaworks Hungary Zrt.,87291,11
169599166463839,Demokratikus Koalíció,Demokratikus Koalíció,83221,23
109503892404998,Világgazdaság,Mediaworks Hungary Zrt.,58792,8
109637397268775,Nyugati Pályán,Splendidea Communications Kft,50621,5
1534911313439123,Ripost,Ripost,50420,5
112694594992064,Mehr Licht,Mehr Licht,47951,36
294815374340858,Donáth Anna,Momentum Mozgalom,35247,1
178362315106,European Parliament,European Parliament,31866,5
331580946799,Borsonline - Bors Szórakoztató Napilap,Borsonline - Bors Szórakoztató Napilap,31043,3
718997391564454,Énbudapestem,Budapest Főváros Önkormányzat,26786,4
193640214178356,Gyopáros Alpár,Gyopáros Alpár,25878,6
115388925185513,Magyar Szocialista Párt,MSZP,23124,1
1418381101823292,Szivárványcsaládokért Alapítvány,Szivárványcsaládokért Alapítvány,23044,15
150219742265121,Bedő Dávid,Bedő Dávid - Momentum,22642,5
592204747588011,Momentum Mozgalom,Momentum Mozgalom,20717,19
92932085233,TASZ,TASZ,20211,2
537817739693723,Brain Bar,Brain Bar,18489,10
405035972853835,OMV Filling Stations,OMV Hungária Kft.,18041,1
44847086574,Amnesty International Magyarország,Amnesty International Magyarország,17860,7
131283758531,HVG,HVG Kiadó ZRt.,16584,16
294815374340858,Donáth Anna,Donáth Anna - Momentum,15550,1
153992771336740,Origo Sport,Mediaworks Hungary Zrt.,14783,1
187301974635606,Gyurcsány Ferenc,Demokratikus Koalíció,12883,4
108321735570338,Védd A Tényeket,Zachor Alapítvány,12520,7
447204268797621,RTL.hu,RTL.HU,12289,7
303640261940,Nemzeti Sport Online,Mediaworks Hungary Zrt.,12055,4
116609705085092,BP18,BP18,11921,9
184922004946258,Horváth Csaba,Budapest Főváros XIV. Kerület Zugló Önkormányzata,11539,5
101382944578702,Szilágyi László,Szilágyi László,11376,5
143151351544,Színházi Olimpia 2023 / Theatre Olympics 2023,Szinházi Olimpia Nonprofit Kft.,11073,7
100401808007704,EzaLényeg.hu,EzaLényeg.hu,10975,24
103294948505659,Szánthó Miklós,Szánthó Miklós – Alapjogokért Központ,10869,2
76748198685,Budapest Pride,Budapest Pride,10617,3
115295915203476,Európa Pont,Európai Bizottság Magyarországi Képviselete,10608,8
108248022589754,Bosch Magyarország,Bosch Magyarország,10470,8
1624742971133297,Sanofi Magyarország,Sanofi-Aventis Magyarország Kereskedelmi és Szolgáltató Zrt.,10077,7
221761091331222,Danube Institute,Danube Institute,9389,19
107793155962688,Gyermekrák Alapítvány,Gyermekrák Alapítvány,9231,3
125953004085398,Kemma.hu,Kemma.hu,9135,3
296310837699,vaol.hu,Mediaworks Hungary Zrt.,8904,3
887921287887805,Király Nóra,Király Nóra,8660,8
289633770813,UNICEF Magyarország,UNICEF Magyar Bizottság Alapítvány,8596,61
519279158277826,Szülői Hang,Szülői Hang,8289,12
451844608304228,Metropol,Metropol,8160,1
276466898323,Hajdú Online,Mediaworks Hungary Zrt.,7791,1
1627127484170228,NHC24,Mediaworks Hungary Zrt.,7718,2
150836998898897,aHang,aHang,7521,2
129255963785124,Heol.hu,Heol.hu,7506,3
149302881895521,Pócs János,Fidesz,7474,2
122922027734811,feol.hu,Mediaworks Hungary Zrt.,7375,2
191946490841225,Dúró Dóra,Mi Hazánk Mozgalom,7351,2
102426795954406,Nobilis Márton,Nobilis Márton,7244,9
134324809941862,Szoljon.hu,Mediaworks Hungary Zrt.,7131,2
306318386058001,Dr. Molnár Csaba,Demokratikus Koalíció,7106,1
267882727864,Kubatov Gábor,Fidesz,6956,4
203158929827,Beol.hu Békés vármegyei online,Mediaworks Hungary Zrt.,6952,2
506244332746545,TEOL.hu,TEOL.hu,6908,2
788960034452071,Potápi Árpád János,Potápi Árpád János,6895,1
308871671705,BAON Bács-Kiskun vármegyei Online,Mediaworks Hungary Zrt.,6870,2
244669668913278,Ökopolisz Alapítvány,Ökopolisz Alapítvány,6836,2
172936669443469,Dunaújvárosi Hírlap - duol.hu,Dunaújvárosi Hírlap - duol.hu,6768,2
152408681635243,Hírklikk.hu,Hírklikk.hu,6395,1
128573907819549,Fekete-Győr András,Momentum Mozgalom,6370,1
326763130286,Borsod Online,Mediaworks Hungary Zrt.,6293,2
273533866010019,MAZSIHISZ-Magyarországi Zsidó Hitközségek Szövetsége,MAZSIHISZ,6253,1
1237616006358749,Kékes Online,Kékes Online,6214,9
160935777365,bama.hu - a baranyai hírportál,bama.hu - a baranya megyei hírportál,6213,2
85568463466,Mérce,Mérce,5835,9
1405665623004645,"Földi László, országgyűlési képviselő","Földi László, országgyűlési képviselő",5756,3
307618232709851,Hidvéghi Balázs,Fidesz - Magyar Polgári Szövetség,5745,1
520814838255629,Agapé Gyülekezetek Közössége,Agapé Gyülekezetek Közössége,5722,3
109983377136210,Polgári Magyarországért Alapítvány,Polgári Magyarországért Alapítvány,5707,2
163316173773843,Antall József Baráti Társaság,Antall József Emlékbizottság és Baráti Társaság,5604,2
102474542009609,Megafilm,MEGA FILM Kft.,5424,2
258636010813346,Delmagyar.hu,Mediaworks Hungary Zrt.,5408,1
107123677458699,Külpologika,Külpologika,5358,2
2341539762837341,Vác Város Önkormányzata,Vác Város Önkormányzata,5264,4
2221255224761829,Együtt Újpestért Összefogás,Polgári Újpestért Alapítvány,5211,2
113684438795574,Párbeszéd - Zöldek,Párbeszéd Magyarországért,5196,5
100854821274719,Sajgó György - Momentum,Momentum Mozgalom,5167,1
276554411147,Szabolcs Online,Mediaworks Hungary Zrt.,5096,2
445067412712417,Dr. Molnár Krisztián,Dr. Molnár Krisztián,5087,1
320986996098,zaol.hu,Mediaworks Hungary Zrt.,5051,1
105140281027554,Hírnyolc,Hírnyolc,4843,3
390232091384,Habitat for Humanity Magyarország,Habitat for Humanity Magyarország,4831,2
116905388345518,veol.hu,Mediaworks Hungary Zrt.,4784,1
147633001941737,kisalfold.hu,kisalfold.hu,4777,1
107760432613264,Sonline.hu - Somogy közösségi és hírportálja,Sonline.hu - Somogy közösségi és hírportálja,4578,1
