Location name,Amount spent (ARS)
Buenos Aires,16131271
Catamarca,520780
Chaco,348570
Chubut,1375526
Ciudad Autónoma de Buenos Aires,2996495
Corrientes,262884
Córdoba,6509896
Entre Rios,1106778
Formosa,193535
Jujuy,335570
La Pampa,159027
La Rioja,145287
Mendoza,409708
Misiones,257846
Neuquén,350232
Río Negro,246005
Salta,462244
San Juan,164380
San Luis,228961
Santa Cruz,471843
Santa Fe,1441755
Santiago del Estero,229692
Tierra del Fuego,138309
Tucuman,360596
Unknown,1386
