Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,703
Bicol Region,4556
Cagayan Valley,3647
Calabarzon,17939
Caraga,2421
Central Luzon,14148
Central Visayas,6828
Cordillera Administrative Region,1611
Davao Region,3974
Eastern Visayas,3815
Ilocos Region,5167
Metro Manila,26335
Mimaropa,2756
Northern Mindanao,3351
Soccsksargen,4158
Unknown,≤100
Western Visayas,8054
Zamboanga Peninsula,2054
