Location name,Amount spent (USD)
Alabama,7827
Alaska,3904
American Samoa,≤100
Arizona,18550
Arkansas,5269
California,90165
Colorado,22572
Connecticut,7105
Delaware,1974
Florida,86715
Georgia,23606
Guam,≤100
Hawaii,3139
Idaho,5500
Illinois,37256
Indiana,16973
Iowa,6675
Kansas,8734
Kentucky,10894
Louisiana,11050
Maine,6785
Maryland,16939
Massachusetts,11684
Michigan,34189
Minnesota,16973
Mississippi,5724
Missouri,16119
Montana,3516
Nebraska,4913
Nevada,8538
New Hampshire,4330
New Jersey,21250
New Mexico,4445
New York,95543
North Carolina,22723
North Dakota,2134
Northern Mariana Islands,≤100
Ohio,28310
Oklahoma,8432
Oregon,10214
Pennsylvania,37628
Puerto Rico,≤100
Rhode Island,1834
South Carolina,9828
South Dakota,1807
Tennessee,18106
Texas,85172
Unknown,≤100
Utah,5608
Vermont,1816
Virgin Islands (U.S.),≤100
Virginia,23310
Washington,16008
"Washington, District of Columbia",8766
West Virginia,4395
Wisconsin,70876
Wyoming,1283
