Location name,Amount spent (CHF)
Aargau,286
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,221
Basel-Landschaft,≤100
Bern,416
Canton of Geneva,247
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,218
Fribourg,165
Graubünden,109
Jura,≤100
Luzern,194
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,166
Solothurn,132
Thurgau,122
Ticino,117
Unknown,≤100
Uri,≤100
Valais,148
Vaud,305
Zug,≤100
Zürich,1031
