Page ID,Page name,Disclaimer,Amount spent (ARS),Number of ads in Library
130929705668,Municipalidad de Córdoba,Municipalidad de Córdoba,1018905,63
301506776559902,Gobierno de Córdoba,Gobierno de Córdoba,231654,47
100855336244520,The Grand Conurba,The Grand Conurba,186583,21
369199359904207,Municipalidad de Tres de Febrero,Municipalidad de Tres de Febrero,91451,2
110746414660916,Lomas Noticias,Nicolas Orona,71170,4
109287948479430,Diario 9️⃣,diario 9,60506,111
2057819794450925,CPC Pueyrredón MuniCba,municipalidad de córdoba,58381,4
104726201267494,Legislatura de Neuquén,Legislatura de Neuquén,53031,5
103088924366000,Noticias d,Noticias d,52440,252
171330806277312,Diego Santilli,Instituto República,52185,41
100395029626459,Protagonistas del Cambio Buenos Aires,Protagonistas del cambio,51376,6
367089004808,Amnistía Internacional Argentina,Amnistía Internacional Argentina,49486,48
1546712922304737,Dionisio Scarpin,Dionisio Scarpin,48592,4
726998547382753,Martin Tetaz,Martín Tetaz,46779,2
102636525893346,El asentamiento,El asentamiento online,36956,1
1383234345334458,Ramiro Marra,Ramiro Marra,36721,12
233792609964941,Municipio de Esteban Echeverría,Municipio de Esteban Echeverría,35980,2
102452799242114,Diario Metropolis,Diario metropolis,29105,2
327490147360219,Martín Berhongaray,Martín Berhongaray,28032,6
427271967380241,Lucas Delfino,Juntos,26061,8
363825283650115,Vicente López,Vicente López,20580,7
106986760983071,Redacción Política,Baires News Group,19891,15
155326881225340,Cristian Ritondo,Hablen de a uno,18583,2
101185599412309,Marcos para Neuquén,Marcos para Neuquen,18023,4
641948702550925,Catamarca Gobierno,Gobierno de Catamarca,16705,3
546669442064267,Martiniano Molina,Martiniano Molina,16376,1
101364195948955,KATO DICE Y HACE,KATO DICE Y HACE,16144,5
109447250584054,Data Gremial,Data Gremial,15868,5
101996084777901,Mariela Belski,Mariela Belski,14953,14
102436695787908,Chubut por el Cambio,Juntos por Chubut,14421,17
924253577657013,Gobierno de Tierra del Fuego AIAS,Gobierno de Tierra del Fuego,13936,13
1347237252022683,El Diario Norte,Noticias de mi barrio,13414,2
680986725302906,Roberto Mirabella,Hacemos Santa Fe,13318,3
314550791947743,InfoBonaerenses,Noticias de mi barrio,12217,1
113138195384719,Nestor Grindetti,Nestor Grindetti,11937,6
107862828349752,Tiempo de Córdoba,Tiempo de Córdoba,11673,8
105434454484182,Difusión de Prensa Argentina,Difusión de Prensa Argentina,11410,6
102534516011045,La Gloria Noticias,La Gloria Noticias,11163,4
113122186717848,Emiliano Estrada,Emiliano Estrada,10289,5
87545580838,C5N,C5N,10056,3
652162468224695,Juan Negri,Juan Hipolito Negri Biasutti,10000,4
492953824175955,Mauro García,Mauro García - Intendente.,9987,2
587405287971230,Mariano Cascallares,Partido Justicialista Almirante Brown,9819,8
