Location name,Amount spent (NZD)
Auckland Region,1436
Bay of Plenty Region,322
Canterbury,560
Gisborne District,≤100
Hawke's Bay,161
Manawatu-Wanganui,217
Marlborough Region,≤100
Nelson Province,≤100
Northland Region,159
Otago,236
Southland,≤100
Taranaki,108
Tasman District,≤100
Unknown,≤100
Waikato,410
Wellington Region,457
West Coast,≤100
