Location name,Amount spent (NOK)
Akershus,2372
Aust-Agder,1297
Buskerud,930
Finnmark,435
Hedmark,590
Hordaland,2040
Møre og Romsdal,1194
Nord-Trøndelag,424
Nordland,783
Oppland,560
Oslo,4393
Rogaland,1680
Sogn og Fjordane,344
Sør-Trøndelag,1089
Telemark,1646
Troms,948
Unknown,≤100
Vest-Agder,2468
Vestfold,952
Østfold,1011
