Location name,Amount spent (NZD)
Auckland Region,5466
Bay of Plenty Region,936
Canterbury,1996
Cook Islands,≤100
Gisborne District,115
Hawke's Bay,419
Manawatu-Wanganui,828
Marlborough Region,148
Nelson Province,218
Niue,≤100
Northland Region,565
Otago,757
Southland,324
Taranaki,430
Tasman District,115
Tokelau,≤100
Unknown,≤100
Waikato,1454
Wellington Region,1476
West Coast,≤100
