Location name,Amount spent (VND)
An Giang Province,698
Bà Rịa–Vũng Tàu Province,16179
Bình Dương Province,54905
Bình Phước Province,6982
Bình Thuận Province,175
Bình Định Province,43937
Bạc Liêu Province,1297
Bắc Giang Province,7923
Bắc Kạn Province,158
Bắc Ninh Province,3880
Bến Tre Province,4068
Cao Bằng Province,≤100
Cà Mau Province,4972
Cần Thơ,406
Da Nang,4443
Gia Lai Province,1274
Haiphong,25165
Ho Chi Minh City,856763
Hà Giang Province,163
Hà Nam Province,132
Hà Tĩnh Province,11244
Hòa Bình Province,151
Hưng Yên Province,1762
Hải Dương Province,5318
Hậu Giang Province,≤100
Khánh Hòa Province,125
Kiên Giang Province,285
Kon Tum Province,142
Lai Châu Province,136
Long An Province,14029
Lào Cai Province,3234
Lâm Đồng Province,≤100
Lạng Sơn Province,368
Nam Định Province,2250
Nghệ An Province,57314
Ninh Bình Province,268
Ninh Thuận Province,1130
Phú Thọ Province,≤100
Phú Yên Province,23566
Quảng Bình Province,5639
Quảng Nam Province,7189
Quảng Ngãi Province,213
Quảng Ninh Province,3821
Quảng Trị Province,≤100
Sóc Trăng Province,225
Sơn La Province,240
Thanh Hóa Province,7439
Thái Bình Province,802
Thái Nguyên Province,594
Thừa Thiên–Huế Province,≤100
Tiền Giang Province,2455
Trà Vinh Province,2022
Tuyên Quang Province,726
Tây Ninh Province,556
Vĩnh Long Province,≤100
Vĩnh Phúc Province,2045
Yên Bái Province,455
Điện Biên Province,912
Đắk Lắk Province,569
Đắk Nông Province,≤100
Đồng Nai Province,32996
Đồng Tháp Province,3816
