Location name,Amount spent (USD)
Ahmadi Governorate,579
Capital Governorate,6455
Farwaniya Governorate,1786
Hawalli Governorate,2288
Jahra Governorate,102
Mubarak Al-Kabeer Governorate,≤100
Unknown,≤100
