Location name,Amount spent (TWD)
Changhua,8833
Chiayi,1751
Hsinchu,4591
Hsinchu City,7276
Hualien,5085
Kaohsiung,31286
Keelung City,6158
Kinmen,516
Lienchiang,≤100
Miaoli,4137
Nantou,3089
New Taipei City,53735
Penghu,708
Pingtung,5768
Taichung,36620
Tainan,19517
Taipei,43084
Taitung,1871
Taoyuan City,28097
Unknown,3262
Yilan,3537
Yunlin,4348
