Location name,Amount spent (EUR)
Andalusia,4273
Aragón,699
Balearic Islands,642
Cantabria,266
Castilla y Leon,797
Castilla-La Mancha,837
Cataluña,4769
Comunidad Valenciana,2269
Comunidad de Madrid,3446
Extremadura,644
Galicia,1178
Islas Canarias,1427
La Rioja,122
Navarra,426
País Vasco,987
Principality of Asturias,536
Region of Murcia,619
Unknown,≤100
