Location name,Amount spent (ZAR)
Eastern Cape,1881
Free State,1037
Gauteng,8828
KwaZulu-Natal,2914
Limpopo,921
Mpumalanga,1087
North West,895
Northern Cape,458
Unknown,≤100
Western Cape,10173
