Location name,Amount spent (TWD)
Changhua,5896
Chiayi,1384
Hsinchu,2677
Hsinchu City,5867
Hualien,2434
Kaohsiung,22449
Keelung City,2502
Kinmen,764
Lienchiang,≤100
Miaoli,2649
Nantou,2348
New Taipei City,45586
Penghu,850
Pingtung,4062
Taichung,23296
Tainan,13809
Taipei,41565
Taitung,1418
Taoyuan City,18650
Unknown,2735
Yilan,2178
Yunlin,3575
