Location name,Amount spent (USD)
Estuaire Province,111
Haut-Ogooué Province,≤100
Moyen-Ogooué Province,≤100
Ngounié Province,≤100
Nyanga Province,≤100
Ogooué-Ivindo Province,≤100
Ogooué-Lolo Province,≤100
Ogooué-Maritime Province,≤100
Unknown,≤100
Woleu-Ntem Province,≤100
