Location name,Amount spent (NZD)
Auckland Region,2031
Bay of Plenty Region,467
Canterbury,728
Gisborne District,≤100
Hawke's Bay,225
Manawatu-Wanganui,314
Marlborough Region,≤100
Nelson Province,≤100
Northland Region,225
Otago,284
Southland,128
Taranaki,155
Tasman District,≤100
Unknown,≤100
Waikato,624
Wellington Region,551
West Coast,≤100
