Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
115835521825983,UNHCR Canada,UNHCR Canada,9583,147
167800183238142,YourAlberta (Government of Alberta),Government of Alberta,6496,46
254985577276,Humanitarian Coalition/ Coalition Humanitaire,Humanitarian Coalition/ Coalition Humanitaire,4995,27
261752512263,Canadian Red Cross,Canadian Red Cross,4056,13
163336718421,PSAC - AFPC,PSAC - AFPC,2991,54
113297740077607,Canadian Energy Centre,Canadian Energy Centre,2234,42
194782249201,Canadian Association of Petroleum Producers (CAPP),Canadian Association of Petroleum Producers,2089,75
6319213302,Heart & Stroke,Heart & Stroke,1697,36
155609655007428,United Conservative Party of Alberta,United Conservative Party of Alberta,1543,4
2112106495731697,Wild First,Canadian Coastal Research Society,1530,26
154462904588700,Enbridge Gas,Enbridge Gas,1390,88
268400032839,Croix-Rouge canadienne,Croix-Rouge canadienne,1177,14
394745970602999,The Council of Canadians,The Council of Canadians,1135,80
203652059653094,Government of British Columbia,Government of British Columbia,942,7
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,941,37
172145722975250,PressProgress,PressProgress,925,85
108441375489438,Pete Wiesner,Hamilton Centre PC Riding Association,818,5
139019864276,Oxfam Canada,Oxfam Canada,747,27
1097840090260804,National Police Federation,National Police Federation,733,88
163261390365324,Elementary Educators,Elementary Educators,723,21
112554280322795,Kivalliq Hydro-Fibre Link,Kivalliq Hydro-Fibre Link,705,2
53321777320,Coeur + AVC,Coeur + AVC,697,36
5794733873,David Suzuki Foundation,David Suzuki Foundation,687,57
197337921788,Dying With Dignity Canada,Dying With Dignity Canada,669,34
52543970197,Environmental Defence Canada,Environmental Defence,655,10
109045051805492,Made The Canadian Way,Canadian Energy Centre,603,4
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,600,47
625254780822339,CUPE Manitoba,CUPE MB,514,10
633812813408377,Elections Canada,Elections Canada,510,12
186062823629,Québec sans tabac,Conseil québécois sur le tabac et la santé,500,12
182645321760265,Ville de Montréal,Ville de Montréal,489,2
168617319831578,Nature Canada,Nature Canada,488,1
177681485609462,Radio-Canada,Radio-Canada,488,38
117109432079,CAMH Foundation,CAMH Foundation,479,38
