Location name,Amount spent (JPY)
Aichi Prefecture,90337
Akita Prefecture,2608
Aomori Prefecture,3961
Chiba Prefecture,39281
Ehime Prefecture,6858
Fukui Prefecture,3377
Fukuoka Prefecture,59457
Fukushima Prefecture,4875
Gifu Prefecture,8382
Gunma Prefecture,8806
Hiroshima Prefecture,16520
Hokkaido,19596
Hyōgo Prefecture,33471
Ibaraki Prefecture,11806
Ishikawa Prefecture,4784
Iwate Prefecture,3275
Kagawa Prefecture,4471
Kagoshima Prefecture,4728
Kanagawa Prefecture,78574
Kumamoto Prefecture,7996
Kyoto Prefecture,23817
Kōchi Prefecture,2271
Mie Prefecture,8271
Miyagi Prefecture,16872
Miyazaki Prefecture,3866
Nagano Prefecture,9568
Nagasaki Prefecture,6541
Nara Prefecture,6539
Niigata Prefecture,8630
Okayama Prefecture,7828
Okinawa Prefecture,16197
Osaka Prefecture,64606
Saga Prefecture,17069
Saitama Prefecture,29582
Shiga Prefecture,6193
Shimane Prefecture,2684
Shizuoka Prefecture,18647
Tochigi Prefecture,6978
Tokushima Prefecture,2339
Tokyo,152142
Tottori Prefecture,1540
Toyama Prefecture,3857
Unknown,≤100
Wakayama Prefecture,3229
Yamagata Prefecture,3195
Yamaguchi Prefecture,4979
Yamanashi Prefecture,3497
Ōita Prefecture,7488
