Location name,Amount spent (ARS)
Buenos Aires,1683801
Catamarca,58403
Chaco,54901
Chubut,82560
Ciudad Autónoma de Buenos Aires,256026
Corrientes,29364
Córdoba,3243129
Entre Rios,120859
Formosa,18082
Jujuy,15946
La Pampa,302768
La Rioja,43837
Mendoza,48850
Misiones,29347
Neuquén,114852
Río Negro,33614
Salta,145913
San Juan,113847
San Luis,79769
Santa Cruz,7217
Santa Fe,308939
Santiago del Estero,11089
Tierra del Fuego,38085
Tucuman,46921
Unknown,≤100
