Page ID,Page name,Disclaimer,Amount spent (COP),Number of ads in Library
308580499200723,Alcaldía de Medellín,Alcaldia de Medellìn,3092006,26
1719725724954043,Rodrigo Rojas Lara,Rodrigo Rojas Lara,1458349,2
597006313643580,Gobernación del Valle del Cauca,Gobernación Valle del Cauca,1345661,19
299469560099835,Alcaldía de Cali,Alcaldía de Cali,1003236,18
108379099286148,Alcaldía Mayor de Bogotá,Alcaldía Mayor de Bogotá,931043,7
619776134722439,Secretaría Distrital de Salud,Secretaría Distrital de Salud,804539,11
195575853964886,Rodrigo Lara Restrepo,Movimiento Ciudadano Lara por Bogotá,700874,9
251292808253299,Canadian College,Canadian College,527273,15
1059459884138781,Mauricio Tobón Franco.,Mauricio Tobón Franco,449311,2
162949777243451,Andrés Julián,Andrés Julián Rendon,395006,4
1147318942107929,Todos Somos Una,DEBRAIN LLC,387610,6
117247184669607,Juan Diego Gomez Gobernador,Get Social,321405,2
656335394705162,TiempoViral,Recorre Colombia,308983,2
512529829193821,Julian Montoya,Julian Montoya,301764,3
184284351706738,Lotería de Bogotá,Lotería de Bogotá,281468,2
1165655170260613,Diana Rojas,Diana Rojas Concejal de Cali,245072,9
183025852044152,Secretaría de Desarrollo Económico,Secretaría de Desarrollo Económico,237777,2
109536228288634,Nuevo Liberalismo Valle del Cauca,Nuevo Liberalismo Valle del Cauca,234270,5
969143216462972,Felipe Cañizalez,Andreina Quintero Correa,223145,2
102249549361395,Cuenta Con Mary,Cuenta Con Mary,220716,1
108827338788235,Por la defensa de Cali,POR LA DEFENSA DE CALI,203921,6
682038131955732,Elizabeth Molina Campo,Julian Felipe Reina Parrado,198882,14
321789057890530,Secretaría de Movilidad,Secretaría de Movilidad,188203,7
101871502791636,Carlos Acosta Juliao Oficial,Carlos Acosta Juliao Oficial,188114,5
167222580002790,Clara Luz Roldan Gonzalez,Clara Luz Roldán,181850,3
1618805941666374,Paola Castillo Gutierrez,Paola Castillo,162198,11
105848177845789,All Out en español,All Out Action Fund,156986,6
1488419784774409,Alcaldía de Soledad,Alcaldía Municipal de Soledad,140210,17
108675595132967,Karol Martínez Silva,Karol Martinez Silva,137664,13
232287230205457,IDU Bogotá,Instituto de Desarrollo Urbano : IDU,133535,6
170633243101916,Alexander Serrato,Fernando Alexander Serrato Fonseca,126834,7
415910721915879,Hector Fabio Velasco Hernandez,Hector Fabio Velasco,123702,12
601336570076276,Rodolfo Correa,Rodolfo Andres Vargas Correa,122883,5
105598124675352,General Juvenal Díaz,General Juvenal Díaz,122695,2
107204794960194,Instituto Técnico La Salle,Instituto Técnico La Salle,112493,15
360840354678432,MK Team 24 7,Michel Wadih Kafruni Marin,110588,1
105578134695113,Andree Uribe Montoya,Andree Uribe Montoya,108821,33
61298420594,Eugenio Prieto Soto,Eugenio Prieto Soto,107694,5
109023772053741,Movil Consultores Academy,Movil Consultores Academy,106111,26
112155252163421,Sebastián López V.,Sebastian Lopez Valencia,104510,8
