Location name,Amount spent (JPY)
Aichi Prefecture,25259
Akita Prefecture,2432
Aomori Prefecture,2325
Chiba Prefecture,24969
Ehime Prefecture,3892
Fukui Prefecture,2597
Fukuoka Prefecture,56765
Fukushima Prefecture,4220
Gifu Prefecture,6377
Gunma Prefecture,5085
Hiroshima Prefecture,10485
Hokkaido,17167
Hyōgo Prefecture,18397
Ibaraki Prefecture,8102
Ishikawa Prefecture,3934
Iwate Prefecture,2707
Kagawa Prefecture,4212
Kagoshima Prefecture,3984
Kanagawa Prefecture,48199
Kumamoto Prefecture,9776
Kyoto Prefecture,11800
Kōchi Prefecture,1512
Mie Prefecture,4984
Miyagi Prefecture,14042
Miyazaki Prefecture,3311
Nagano Prefecture,6164
Nagasaki Prefecture,9813
Nara Prefecture,4374
Niigata Prefecture,12643
Okayama Prefecture,6136
Okinawa Prefecture,8672
Osaka Prefecture,35300
Saga Prefecture,5884
Saitama Prefecture,30366
Shiga Prefecture,4540
Shimane Prefecture,3393
Shizuoka Prefecture,10201
Tochigi Prefecture,4738
Tokushima Prefecture,2491
Tokyo,99367
Tottori Prefecture,3496
Toyama Prefecture,3451
Unknown,≤100
Wakayama Prefecture,2802
Yamagata Prefecture,2977
Yamaguchi Prefecture,4885
Yamanashi Prefecture,2600
Ōita Prefecture,7486
