Location name,Amount spent (TWD)
Changhua,9626
Chiayi,3364
Hsinchu,4558
Hsinchu City,8433
Hualien,3602
Kaohsiung,33689
Keelung City,4162
Kinmen,863
Lienchiang,≤100
Miaoli,4993
Nantou,4005
New Taipei City,59672
Penghu,861
Pingtung,6923
Taichung,39365
Tainan,22775
Taipei,47250
Taitung,2850
Taoyuan City,32870
Unknown,6155
Yilan,3979
Yunlin,6613
