Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,858
Bicol Region,4266
Cagayan Valley,3083
Calabarzon,18202
Caraga,1914
Central Luzon,12144
Central Visayas,7999
Cordillera Administrative Region,1554
Davao Region,4330
Eastern Visayas,3526
Ilocos Region,5603
Metro Manila,38086
Mimaropa,2467
Northern Mindanao,5689
Soccsksargen,3131
Unknown,≤100
Western Visayas,8023
Zamboanga Peninsula,2483
