Location name,Amount spent (ZAR)
Eastern Cape,1090
Free State,1020
Gauteng,5708
KwaZulu-Natal,3616
Limpopo,913
Mpumalanga,1128
North West,995
Northern Cape,271
Unknown,≤100
Western Cape,5414
