Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,8173,52
1507997959501973,Landbrug & Fødevarer,Landbrug & Fødevarer,6663,27
65929129383,Røde Kors,Røde Kors,5424,45
399210657232918,PlanBørnefonden,PlanBørnefonden,4195,11
72672361910,Børns Vilkår,Børns Vilkår,3650,7
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,3504,5
116269191760882,DSB,DSB,3463,6
55365680705,Greenpeace Danmark,Greenpeace Danmark,3382,34
12860228293,Politiken,Politiken,3191,38
250994288337708,Sex og Samfund,Sex og Samfund,3189,18
26458152911,SOS Børnebyerne,SOS Børnebyerne,3106,28
122074554119,EU Social,EU Social,2958,7
154415494575789,IDA,IDA,2898,16
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,2693,5
105511328705392,HØRT,Børns Vilkår,2588,4
59143726810,Psykiatrifonden,Psykiatrifonden,2454,12
132344416862423,FOA,FOA,2431,8
276770505228,Folkekirkens Nødhjælp,Folkekirkens Nødhjælp,2396,2
748887235210811,Obton Forvaltning A/S,Obton Forvaltning A/S,2376,16
320982581296484,TV 2 Play,TV 2 Danmark A/S,2294,2
12787473132,Berlingske,Berlingske,2122,32
671022293105597,Alex Vanopslagh,Alex Vanopslagh,2082,52
110321008383861,Red Barnets landsindsamling,Red Barnet,1812,133
126543540781090,Ældre Sagen,Ældre Sagen,1777,27
121570596369,CARE Danmark,CARE i Danmark,1701,6
100423681446198,Virksomhedsguiden,Erhvervsstyrelsen,1680,20
20303574131,Nationalmuseet,Nationalmuseet,1651,15
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,1631,18
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,1614,67
337166195327,BRYD TAVSHEDEN,BRYD TAVSHEDEN,1501,32
144965885963,Oxfam IBIS - Sammen mod ulighed,Oxfam Danmark,1498,8
867877683280051,Weekendavisen,Weekendavisen,1403,20
304554445813,Videncentret Bolius,Videncentret Bolius,1296,14
261599053881378,Fagbevægelsens Hovedorganisation,Fagbevægelsens Hovedorganisation,1050,8
133707013355759,Danner,Danner,1028,1
200709746630443,Dyrenes Beskyttelse,Dyrenes Beskyttelse,986,1
1033120613483808,AURA,AURA,961,3
102154048301476,Lederstof.dk,Lederne,869,20
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,868,8
369336273158091,Land of Hope,Land of Hope,804,11
304554445813,Videncentret Bolius,Bolius,701,3
