Page ID,Page name,Disclaimer,Amount spent (UYU),Number of ads in Library
165920193432209,Intendencia de Montevideo,Intendencia de Montevideo,3891,10
2229936167288652,Juan Sartori,Equipo Juan Sartori,1206,4
105120851121250,Ignacio Munyo,Ignacio Munyo,505,1
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,401,3
2332750643467917,Yamandú Costa,José Manuel Gutiérrez Pereira Das Neves,382,2
308762172579887,Rodrigo Goñi Reyes,Maria Florencia Porro,259,1
102652064888705,REDUY.net,REDUY,140,1
103988995047541,Diputada Nancy Nuñez Soler,Nancy Estela del Pilar Nuñez Soler,139,1
339506493370193,Richard Sander,Richard Saul Sander Darín,117,1
1424003061235730,Asociación Autismo en Uruguay,Arlene Raquel Navarro Aguiar,≤100,2
823788047675556,Call of War,These ads ran without a disclaimer,≤100,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,3
1496397947313142,Edil Diego Guevara,Diego Enmanuel Guevara Crosi,≤100,1
292074670808351,Frente Amplio,Frente Amplio,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
1451998975071651,Mario Silvera Intendente,Mario Fabian Silvera Araujo,≤100,1
1870467113191376,Gabi Stilman,These ads ran without a disclaimer,≤100,1
725505594135727,Adventure Escape,These ads ran without a disclaimer,≤100,1
1345154698876070,Waste Expo Brasil,These ads ran without a disclaimer,≤100,1
265420476920,Médecins du Monde France,These ads ran without a disclaimer,≤100,1
653663175045247,comemelaflooor,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,2
1482174305394430,el pupitre de Pilu,These ads ran without a disclaimer,≤100,1
357764431229,Center for Justice and International Law-CEJIL,These ads ran without a disclaimer,≤100,1
144639479449243,Ambiente de Leitura Carlos Romero,These ads ran without a disclaimer,≤100,1
109098014970060,Nature,These ads ran without a disclaimer,≤100,1
112173785152601,Bee Viable,These ads ran without a disclaimer,≤100,1
