Location name,Amount spent (NZD)
Auckland Region,5764
Bay of Plenty Region,1025
Canterbury,1813
Cook Islands,≤100
Gisborne District,134
Hawke's Bay,564
Manawatu-Wanganui,744
Marlborough Region,136
Nelson Province,191
Niue,≤100
Northland Region,544
Otago,688
Southland,299
Taranaki,468
Tasman District,119
Unknown,≤100
Waikato,1330
Wellington Region,1428
West Coast,≤100
