Page ID,Page name,Disclaimer,Amount spent (HNL),Number of ads in Library
114601521910,Jorge Aldana,Jorge Aldana,2242,10
459107311130639,Dr. Luther Harry,Dr. Luther Harry,487,3
104111364355253,Diario Paradigma,Diario Paradigma,473,3
1392592317738074,Jorge Cálix,Jorge Cálix,419,1
973656702704928,ParadigmaEncuestadora,ParadigmaEncuestadora,345,2
114912491193414,Secretaría de Infraestructura y Transporte,Secretaría de Infraestructura y Transporte,338,5
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),234,2
111736551926689,Garden Burguer,These ads ran without a disclaimer,≤100,1
122115704210281,Maria Aparecida VS,These ads ran without a disclaimer,≤100,1
104614299337071,Earth Savers,These ads ran without a disclaimer,≤100,1
671635436324272,Restore Louisiana,These ads ran without a disclaimer,≤100,1
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100,3
112864228133921,Funnies Now - Stories,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
1047848378679862,Quintin Soriano,Quintin Soriano,≤100,1
227337655573,Radio Pulpit / Radiokansel,These ads ran without a disclaimer,≤100,1
134762503224216,ABBRobotics,These ads ran without a disclaimer,≤100,1
