Location name,Amount spent (EUR)
Baden-Württemberg,5146
Bayern,6292
Berlin,2972
Brandenburg,831
Bremen,684
Hamburg,1146
Hessen,8949
Mecklenburg-Vorpommern,659
Niedersachsen,3568
Nordrhein-Westfalen,8451
Rheinland-Pfalz,2657
Saarland,625
Sachsen,1795
Saxony-Anhalt,846
Schleswig-Holstein,1547
Thüringen,834
Unknown,≤100
