Page ID,Page name,Disclaimer,Amount spent (SLL),Number of ads in Library
331095246920291,Sylvia Olayinka Blyden,Blyden Sylvia Olayinka,171685,2
151409322217001,Berlin School of Business & Innovation - BSBI,These ads ran without a disclaimer,7122,2
1175630379148974,China Xinhua Sci-Tech,These ads ran without a disclaimer,1901,2
105474945042875,Mission:JOY,These ads ran without a disclaimer,≤100,1
915656035153394,Oceanites,These ads ran without a disclaimer,≤100,1
152956984574,International Human Rights Art Festival,These ads ran without a disclaimer,≤100,1
105675589097240,Clean Earth Solar,These ads ran without a disclaimer,≤100,1
103359502599992,DailyFox,These ads ran without a disclaimer,≤100,1
643647332320553,Orient - أورينت,These ads ran without a disclaimer,≤100,1
