Location name,Amount spent (CAD)
Alberta,13179
British Columbia,17213
Manitoba,3145
New Brunswick,1995
Newfoundland and Labrador,1314
Northwest Territories,189
Nova Scotia,1582
Nunavut,175
Ontario,24099
Prince Edward Island,327
Quebec,19450
Saskatchewan,1870
Unknown,≤100
Yukon,201
