Location name,Amount spent (ARS)
Buenos Aires,1622078
Catamarca,71680
Chaco,99162
Chubut,74250
Ciudad Autónoma de Buenos Aires,375397
Corrientes,20081
Córdoba,1668126
Entre Rios,87876
Formosa,19275
Jujuy,32224
La Pampa,68919
La Rioja,30688
Mendoza,46493
Misiones,33089
Neuquén,189533
Río Negro,30855
Salta,114325
San Juan,94315
San Luis,48273
Santa Cruz,2976
Santa Fe,355275
Santiago del Estero,6777
Tierra del Fuego,33725
Tucuman,92040
Unknown,≤100
