Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,250000
Apure,87500
Aragua,170001
Barinas,250000
Bolívar (state),261762
Capital District,679682
Carabobo,302501
Cojedes,≤100
Delta Amacuro,≤100
Falcón,250000
Guárico,102500
Lara,250000
Miranda (state),750000
Monagas,107500
Mérida,172501
Nueva Esparta,3500000
Portuguesa,120001
Sucre,72500
Trujillo,85000
Táchira,212501
Vargas,≤100
Yaracuy,≤100
Zulia,505002
