Location name,Amount spent (EUR)
Attica (region),37076
Central Greece (region),2842
Central Macedonia,14113
Crete,5458
Eastern Macedonia and Thrace,3692
Epirus (region),1957
Ionian Islands (region),1795
Northern Aegean,1109
Peloponnese (region),2928
Southern Aegean,3072
Thessaly,4758
Unknown,≤100
Western Greece,5760
Western Macedonia,1306
