Page ID,Page name,Disclaimer,Amount spent (BSD),Number of ads in Library
1025152104235573,Team Cooper - Chester Cooper,Isaac Chester Cooper,≤100,1
111026898242419,Senator Michela Barnett-Ellis,Michela Elaine Ellis,≤100,1
107173698926440,Rindiendo en casa,These ads ran without a disclaimer,≤100,2
105363750882345,Young Activists Summit,These ads ran without a disclaimer,≤100,2
111361091313,NICABM,These ads ran without a disclaimer,≤100,5
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,1
